"sentence,tense,aspect"
Jack will take the apple,future simple,progressive
Jack was buying the apple,past progressive,progressive
Jack takes the apple,present simple,progressive
Jack was buying the apple,past progressive,progressive
Jack took the apple,past simple,perfect
Jack has bought the apple,present perfect,perfect
Jack will take the apple,future simple,progressive
Jack has bought the apple,present perfect,perfect
Jack takes the apple,present simple,progressive
Jack has bought the apple,present perfect,perfect
Jack took the apple,past simple,perfect
Jack had bought the apple,past perfect,perfect
Jack will take the apple,future simple,progressive
Jack had bought the apple,past perfect,perfect
Jack takes the apple,present simple,progressive
Jack had bought the apple,past perfect,perfect
Jack took the apple,past simple,perfect
Jack will buy the apple,future simple,progressive
Jack will take the apple,future simple,progressive
Jack will buy the apple,future simple,progressive
Jack takes the apple,present simple,progressive
Jack will buy the apple,future simple,progressive
Jack took the apple,past simple,perfect
Jack buys the apple,present simple,progressive
Jack will take the apple,future simple,progressive
Jack buys the apple,present simple,progressive
Jack takes the apple,present simple,progressive
Jack buys the apple,present simple,progressive
Jack took the apple,past simple,perfect
Jack bought the apple,past simple,perfect
Jack will take the apple,future simple,progressive
Jack bought the apple,past simple,perfect
Jack takes the apple,present simple,progressive
Jack bought the apple,past simple,perfect
Jack took the apple,past simple,perfect
John is visiting London,present progressive,progressive
John is arriving in London,present progressive,progressive
John is visiting London,present progressive,progressive
John was arriving in London,past progressive,progressive
John is visiting London,present progressive,progressive
John has arrived in London,present perfect,perfect
John is visiting London,present progressive,progressive
John had arrived in London,past perfect,perfect
John is visiting London,present progressive,progressive
John will arrive in London,future simple,progressive
John is visiting London,present progressive,progressive
John arrives in London,present simple,progressive
John is visiting London,present progressive,progressive
John arrived in London,past simple,perfect
John was visiting London,past progressive,progressive
John is arriving in London,present progressive,progressive
John was visiting London,past progressive,progressive
John was arriving in London,past progressive,progressive
John was visiting London,past progressive,progressive
John has arrived in London,present perfect,perfect
John was visiting London,past progressive,progressive
John had arrived in London,past perfect,perfect
John was visiting London,past progressive,progressive
John will arrive in London,future simple,progressive
John was visiting London,past progressive,progressive
John arrives in London,present simple,progressive
John was visiting London,past progressive,progressive
John arrived in London,past simple,perfect
John has visited London,present perfect,perfect
John is arriving in London,present progressive,progressive
John has visited London,present perfect,perfect
John was arriving in London,past progressive,progressive
John has visited London,present perfect,perfect
John has arrived in London,present perfect,perfect
John has visited London,present perfect,perfect
John had arrived in London,past perfect,perfect
John has visited London,present perfect,perfect
John will arrive in London,future simple,progressive
John has visited London,present perfect,perfect
John arrives in London,present simple,progressive
John has visited London,present perfect,perfect
John arrived in London,past simple,perfect
John had visited London,past perfect,perfect
John is arriving in London,present progressive,progressive
John had visited London,past perfect,perfect
John was arriving in London,past progressive,progressive
John had visited London,past perfect,perfect
John has arrived in London,present perfect,perfect
John had visited London,past perfect,perfect
John had arrived in London,past perfect,perfect
John had visited London,past perfect,perfect
John will arrive in London,future simple,progressive
John had visited London,past perfect,perfect
John arrives in London,present simple,progressive
John had visited London,past perfect,perfect
John arrived in London,past simple,perfect
John will visit London,future simple,progressive
John is arriving in London,present progressive,progressive
John will visit London,future simple,progressive
John was arriving in London,past progressive,progressive
